År;Kommun;Församling;Summa_inkl_kyrkoavgift;Summa_exkl_kyrkoavgift;Begravnings_avgift;Kyrkoavgift
2019;LJUNGBY;SÖDRA LJUNGA FÖRSAMLING;34.763;33.323;0.253;1.44
2019;LJUNGBY;TANNÅKERS FÖRSAMLING;34.733;33.323;0.253;1.41
2019;LJUNGBY;TORPA FÖRSAMLING;34.523;33.323;0.253;1.20
2019;LJUNGBY;TUTARYDS FÖRSAMLING;34.933;33.323;0.253;1.61
2019;LJUNGBY;VITTARYDS FÖRSAMLING;34.733;33.323;0.253;1.41
2019;LJUNGBY;VRÅ FÖRSAMLING;34.523;33.323;0.253;1.20
2019;HÖGSBY;FAGERHULTS FÖRSAMLING;34.553;33.333;0.253;1.22
2019;HÖGSBY;FÅGELFORS FÖRSAMLING;34.553;33.333;0.253;1.22
2019;HÖGSBY;HÖGSBY FÖRSAMLING;34.553;33.333;0.253;1.22
2019;HÖGSBY;LÅNGEMÅLA FÖRSAMLING;34.553;33.333;0.253;1.22
2019;TORSÅS;GULLABO FÖRSAMLING;34.303;33.053;0.253;1.25
2019;TORSÅS;SÖDERÅKRA FÖRSAMLING;34.303;33.053;0.253;1.25
2019;TORSÅS;TORSÅS FÖRSAMLING;34.303;33.053;0.253;1.25
2019;MÖRBYLÅNGA;GLÖMMINGE-ALGUTSRUMS FÖRSAMLING;34.583;33.033;0.253;1.55
2019;MÖRBYLÅNGA;HULTERSTAD-STENÅSA FÖRSAMLING;34.583;33.033;0.253;1.55
2019;MÖRBYLÅNGA;MÖRBYLÅNGA-KASTLÖSA FÖRSAMLING;34.583;33.033;0.253;1.55
2019;MÖRBYLÅNGA;NORRA MÖCKLEBY, SANDBY OCH GÅRDBY FÖ;34.583;33.033;0.253;1.55
2019;MÖRBYLÅNGA;RESMO-VICKLEBY FÖRSAMLING;34.583;33.033;0.253;1.55
2019;MÖRBYLÅNGA;SYDÖLANDS FÖRSAMLING;34.583;33.033;0.253;1.55
2019;MÖRBYLÅNGA;TORSLUNDA FÖRSAMLING;34.583;33.033;0.253;1.55
2019;HULTSFRED;HULTSFREDS FÖRSAMLING;34.873;33.533;0.253;1.34
2019;HULTSFRED;JÄREDA FÖRSAMLING;34.873;33.533;0.253;1.34
2019;HULTSFRED;LÖNNEBERGA FÖRSAMLING;34.873;33.533;0.253;1.34
2019;HULTSFRED;MÅLILLA MED GÅRDVEDA FÖRSAMLING;34.873;33.533;0.253;1.34
2019;HULTSFRED;MÖRLUNDA-TVETA FÖRSAMLING;34.873;33.533;0.253;1.34
2019;HULTSFRED;VENA FÖRSAMLING;34.873;33.533;0.253;1.34
2019;HULTSFRED;VIRSERUMS FÖRSAMLING;34.873;33.533;0.253;1.34
2019;MÖNSTERÅS;FLISERYDS FÖRSAMLING;34.053;33.033;0.253;1.02
2019;MÖNSTERÅS;MÖNSTERÅS FÖRSAMLING;34.053;33.033;0.253;1.02
2019;MÖNSTERÅS;ÅLEMS FÖRSAMLING;34.053;33.033;0.253;1.02
2019;EMMABODA;ALGUTSBODA FÖRSAMLING;34.433;33.333;0.253;1.10
2019;EMMABODA;EMMABODA FÖRSAMLING;34.433;33.333;0.253;1.10
2019;EMMABODA;LÅNGASJÖ FÖRSAMLING;34.433;33.333;0.253;1.10
2019;EMMABODA;VISSEFJÄRDA FÖRSAMLING;34.433;33.333;0.253;1.10
2019;KALMAR;ARBY-HAGBY FÖRSAMLING;34.873;33.433;0.253;1.44
2019;KALMAR;DÖRBY FÖRSAMLING;34.603;33.433;0.253;1.17
2019;KALMAR;FÖRLÖSA-KLÄCKEBERGA FÖRSAMLING;34.303;33.433;0.253;0.87
2019;KALMAR;HALLTORPS-VOXTORPS FÖRSAMLING;34.873;33.433;0.253;1.44
2019;KALMAR;HELIGA KORSETS FÖRSAMLING;34.563;33.433;0.253;1.13
2019;KALMAR;HOSSMO FÖRSAMLING;34.603;33.433;0.253;1.17
2019;KALMAR;KALMAR DOMKYRKOFÖRSAMLING;34.563;33.433;0.253;1.13
2019;KALMAR;KALMAR S:T JOHANNES FÖRSAMLING;34.563;33.433;0.253;1.13
2019;KALMAR;KARLSLUNDA-MORTORPS FÖRSAMLING;34.873;33.433;0.253;1.44
2019;KALMAR;LJUNGBY FÖRSAMLING;34.873;33.433;0.253;1.44
2019;KALMAR;RYSSBY FÖRSAMLING;34.683;33.433;0.253;1.25
2019;KALMAR;S:TA BIRGITTA FÖRSAMLING;34.563;33.433;0.253;1.13
2019;KALMAR;TVÅ SYSTRARS FÖRSAMLING;34.563;33.433;0.253;1.13
2019;KALMAR;ÅBY FÖRSAMLING;34.683;33.433;0.253;1.25
2019;NYBRO;BÄCKEBO FÖRSAMLING;35.123;33.953;0.253;1.17
2019;NYBRO;HÄLLEBERGA FÖRSAMLING;35.123;33.953;0.253;1.17
2019;NYBRO;KRISTVALLA FÖRSAMLING;35.123;33.953;0.253;1.17
2019;NYBRO;KRÅKSMÅLA FÖRSAMLING;35.123;33.953;0.253;1.17
2019;NYBRO;MADESJÖ FÖRSAMLING;35.123;33.953;0.253;1.17
2019;NYBRO;NYBRO-S:T SIGFRIDS FÖRSAMLING;35.123;33.953;0.253;1.17
2019;NYBRO;OSKARS FÖRSAMLING;35.123;33.953;0.253;1.17
2019;NYBRO;ÖRSJÖ FÖRSAMLING;35.123;33.953;0.253;1.17
2019;OSKARSHAMN;DÖDERHULTS FÖRSAMLING;35.083;33.883;0.253;1.20
2019;OSKARSHAMN;MISTERHULTS FÖRSAMLING;35.083;33.883;0.253;1.20
2019;OSKARSHAMN;OSKARSHAMNS FÖRSAMLING;34.943;33.883;0.253;1.06
2019;VÄSTERVIK;DALHEMS FÖRSAMLING;34.283;32.783;0.253;1.50
2019;VÄSTERVIK;GAMLEBY FÖRSAMLING;34.283;32.783;0.253;1.50
2019;VÄSTERVIK;GLADHAMMAR-VÄSTRUMS FÖRSAMLING;33.983;32.783;0.253;1.20
2019;VÄSTERVIK;HALLINGEBERG-BLACKSTADS FÖRSAMLING;33.983;32.783;0.253;1.20
2019;VÄSTERVIK;HJORTEDS FÖRSAMLING;33.983;32.783;0.253;1.20
2019;VÄSTERVIK;LOFTA FÖRSAMLING;34.283;32.783;0.253;1.50
2019;VÄSTERVIK;LOFTAHAMMARS FÖRSAMLING;34.283;32.783;0.253;1.50
2019;VÄSTERVIK;ODENSVI FÖRSAMLING;34.283;32.783;0.253;1.50
2019;VÄSTERVIK;TÖRNSFALLS FÖRSAMLING;33.983;32.783;0.253;1.20
2019;VÄSTERVIK;UKNA FÖRSAMLING;34.283;32.783;0.253;1.50
2019;VÄSTERVIK;VÄSTERVIKS FÖRSAMLING;33.983;32.783;0.253;1.20
2019;VÄSTERVIK;VÄSTRA EDS FÖRSAMLING;34.283;32.783;0.253;1.50
2019;VÄSTERVIK;ÖVERUMS FÖRSAMLING;34.283;32.783;0.253;1.50
2019;VIMMERBY;FRÖDINGE FÖRSAMLING;35.303;33.983;0.253;1.32
2019;VIMMERBY;LOCKNEVI FÖRSAMLING;35.303;33.983;0.253;1.32
2019;VIMMERBY;PELARNE FÖRSAMLING;35.303;33.983;0.253;1.32
2019;VIMMERBY;RUMSKULLA FÖRSAMLING;35.303;33.983;0.253;1.32
2019;VIMMERBY;SÖDRA VI-DJURSDALA FÖRSAMLING;35.433;33.983;0.253;1.45
2019;VIMMERBY;TUNA FÖRSAMLING;35.303;33.983;0.253;1.32
2019;VIMMERBY;VIMMERBY FÖRSAMLING;35.303;33.983;0.253;1.32
2019;BORGHOLM;BORGHOLMS FÖRSAMLING;34.743;33.203;0.253;1.54
2019;BORGHOLM;FÖRA-ALBÖKE-LÖTS FÖRSAMLING;34.743;33.203;0.253;1.54
2019;BORGHOLM;GÄRDSLÖSA, LÅNGLÖTS OCH RUNSTENS FÖR;34.743;33.203;0.253;1.54
2019;BORGHOLM;KÖPINGSVIKS FÖRSAMLING;34.743;33.203;0.253;1.54
2019;BORGHOLM;NORDÖLANDS FÖRSAMLING;34.743;33.203;0.253;1.54
2019;BORGHOLM;RÄPPLINGE-HÖGSRUMS FÖRSAMLING;34.743;33.203;0.253;1.54
2019;GOTLAND;AKEBÄCKS FÖRSAMLING;35.703;33.853;0.253;1.85
2019;GOTLAND;ALVA, HEMSE OCH RONE FÖRSAMLING;35.603;33.853;0.253;1.75
2019;GOTLAND;BARLINGBO FÖRSAMLING;35.703;33.853;0.253;1.85
2019;GOTLAND;BJÖRKE FÖRSAMLING;35.703;33.853;0.253;1.85
2019;GOTLAND;BUNGE, RUTE OCH FLERINGE FÖRSAMLING;35.643;33.853;0.253;1.79
2019;GOTLAND;DALHEMS FÖRSAMLING;35.703;33.853;0.253;1.85
2019;GOTLAND;EKSTA FÖRSAMLING;35.583;33.853;0.253;1.73
2019;GOTLAND;ENDRE FÖRSAMLING;35.703;33.853;0.253;1.85
2019;GOTLAND;ESKELHEM-TOFTA FÖRSAMLING;35.253;33.853;0.253;1.40
2019;GOTLAND;FARDHEMS FÖRSAMLING;35.563;33.853;0.253;1.71
2019;GOTLAND;FOLLINGBO FÖRSAMLING;35.703;33.853;0.253;1.85
2019;GOTLAND;FORSA FÖRSAMLING;35.643;33.853;0.253;1.79
2019;GOTLAND;FRÖJELS FÖRSAMLING;35.583;33.853;0.253;1.73
2019;GOTLAND;FÅRÖ FÖRSAMLING;35.643;33.853;0.253;1.79
2019;GOTLAND;GARDE FÖRSAMLING;35.453;33.853;0.253;1.60
2019;GOTLAND;GERUMS FÖRSAMLING;35.563;33.853;0.253;1.71
2019;GOTLAND;GOTHEMS FÖRSAMLING;35.643;33.853;0.253;1.79
2019;GOTLAND;HAVDHEMS FÖRSAMLING;35.603;33.853;0.253;1.75
2019;GOTLAND;HEJDE FÖRSAMLING;35.583;33.853;0.253;1.73
2019;GOTLAND;HEJDEBY FÖRSAMLING;35.703;33.853;0.253;1.85
2019;GOTLAND;HOBURGS FÖRSAMLING;35.603;33.853;0.253;1.75
2019;GOTLAND;KLINTE FÖRSAMLING;35.583;33.853;0.253;1.73
2019;GOTLAND;LEVIDE FÖRSAMLING;35.563;33.853;0.253;1.71
2019;GOTLAND;LINDE FÖRSAMLING;35.563;33.853;0.253;1.71
2019;GOTLAND;LOJSTA FÖRSAMLING;35.563;33.853;0.253;1.71
2019;GOTLAND;NÄR-LAU FÖRSAMLING;35.413;33.853;0.253;1.56
2019;GOTLAND;OTHEM-BOGE FÖRSAMLING;35.643;33.853;0.253;1.79
2019;GOTLAND;ROMA FÖRSAMLING;35.703;33.853;0.253;1.85
2019;GOTLAND;SANDA, VÄSTERGARN OCH MÄSTERBY FÖRSA;35.583;33.853;0.253;1.73
2019;GOTLAND;SPROGE FÖRSAMLING;35.583;33.853;0.253;1.73
2019;GOTLAND;STENKUMLA FÖRSAMLING;35.283;33.853;0.253;1.43
2019;GOTLAND;STENKYRKA FÖRSAMLING;35.643;33.853;0.253;1.79
2019;GOTLAND;STÅNGA-BURS FÖRSAMLING;35.413;33.853;0.253;1.56
2019;GOTLAND;VALL, HOGRÄN OCH ATLINGBO FÖRSAMLING;35.253;33.853;0.253;1.40
2019;GOTLAND;VISBY DOMKYRKOFÖRSAMLING;35.303;33.853;0.253;1.45
2019;GOTLAND;VÄNGE FÖRSAMLING;35.703;33.853;0.253;1.85
2019;GOTLAND;VÄSKINDE FÖRSAMLING;35.643;33.853;0.253;1.79
2019;GOTLAND;VÄTE FÖRSAMLING;35.583;33.853;0.253;1.73
2019;GOTLAND;ÖSTERGARNS FÖRSAMLING;35.703;33.853;0.253;1.85
2019;OLOFSTRÖM;JÄMSHÖGS FÖRSAMLING;35.183;34.003;0.253;1.18
2019;OLOFSTRÖM;KYRKHULTS FÖRSAMLING;35.153;34.003;0.253;1.15
2019;KARLSKRONA;ASPÖ FÖRSAMLING;34.943;33.943;0.253;1.00
2019;KARLSKRONA;FRIDLEVSTADS FÖRSAMLING;35.083;33.943;0.253;1.14
2019;KARLSKRONA;JÄMJÖ FÖRSAMLING;35.023;33.943;0.253;1.08
2019;KARLSKRONA;KARLSKRONA AMIRALITETSFÖRSAMLING;34.933;33.943;0.253;0.99
2019;KARLSKRONA;KARLSKRONA STADSFÖRSAMLING;34.943;33.943;0.253;1.00
2019;KARLSKRONA;KRISTIANOPELS FÖRSAMLING;35.023;33.943;0.253;1.08
2019;KARLSKRONA;LYCKÅ FÖRSAMLING;34.883;33.943;0.253;0.94
2019;KARLSKRONA;NÄTTRABY-HASSLÖ FÖRSAMLING;34.903;33.943;0.253;0.96
2019;KARLSKRONA;RAMDALA FÖRSAMLING;35.023;33.943;0.253;1.08
2019;KARLSKRONA;RÖDEBY FÖRSAMLING;35.063;33.943;0.253;1.12
2019;KARLSKRONA;STURKÖ FÖRSAMLING;35.023;33.943;0.253;1.08
2019;KARLSKRONA;TORHAMNS FÖRSAMLING;35.023;33.943;0.253;1.08
2019;RONNEBY;BRÄKNE-HOBY FÖRSAMLING;35.323;34.203;0.253;1.12
2019;RONNEBY;RONNEBY FÖRSAMLING;35.323;34.203;0.253;1.12
2019;KARLSHAMN;ASARUMS FÖRSAMLING;35.103;34.053;0.253;1.05
2019;KARLSHAMN;HÄLLARYDS FÖRSAMLING;35.013;34.053;0.253;0.96
2019;KARLSHAMN;KARLSHAMNS FÖRSAMLING;35.013;34.053;0.253;0.96
2019;KARLSHAMN;MÖRRUM-ELLEHOLMS FÖRSAMLING;35.183;34.053;0.253;1.13
2019;KARLSHAMN;RINGAMÅLA FÖRSAMLING;35.103;34.053;0.253;1.05
2019;KARLSHAMN;ÅRYDS FÖRSAMLING;35.013;34.053;0.253;0.96
2019;SÖLVESBORG;MJÄLLBY FÖRSAMLING;35.183;34.113;0.253;1.07
2019;SÖLVESBORG;SÖLVESBORGS FÖRSAMLING;35.023;34.113;0.253;0.91
2019;SVALÖV;BILLEBERGA-SIREKÖPINGE FÖRSAMLING;33.443;32.173;0.253;1.27
2019;SVALÖV;KÅGERÖD-RÖSTÅNGA FÖRSAMLING;33.603;32.173;0.253;1.43
2019;SVALÖV;SVALÖVS FÖRSAMLING;33.443;32.173;0.253;1.27
2019;SVALÖV;TECKOMATORPS FÖRSAMLING;33.443;32.173;0.253;1.27
2019;STAFFANSTORP;S:T STAFFANS FÖRSAMLING;31.843;30.973;0.253;0.87
2019;STAFFANSTORP;UPPÅKRA FÖRSAMLING;32.163;30.973;0.253;1.19
2019;BURLÖV;BURLÖVS FÖRSAMLING;32.373;31.523;0.253;0.85
2019;VELLINGE;HÖLLVIKENS FÖRSAMLING;30.733;29.933;0.253;0.80
2019;VELLINGE;SKANÖR-FALSTERBO FÖRSAMLING;30.923;29.933;0.253;0.99
2019;VELLINGE;VELLINGE-MÅNSTORPS FÖRSAMLING;31.023;29.933;0.253;1.09
2019;ÖSTRA GÖINGE;BROBY-EMMISLÖVS FÖRSAMLING;33.653;32.423;0.253;1.23
2019;ÖSTRA GÖINGE;GLIMÅKRA FÖRSAMLING;33.643;32.423;0.253;1.22
2019;ÖSTRA GÖINGE;HJÄRSÅS FÖRSAMLING;33.643;32.423;0.253;1.22
2019;ÖSTRA GÖINGE;KNISLINGE-GRYTS FÖRSAMLING;33.573;32.423;0.253;1.15
2019;ÖSTRA GÖINGE;KVIINGE FÖRSAMLING;33.573;32.423;0.253;1.15
2019;ÖRKELLJUNGA;RYA FÖRSAMLING;31.613;30.493;0.253;1.12
2019;ÖRKELLJUNGA;SKÅNES-FAGERHULTS FÖRSAMLING;31.613;30.493;0.253;1.12
2019;ÖRKELLJUNGA;ÖRKELLJUNGA FÖRSAMLING;31.613;30.493;0.253;1.12
2019;BJUV;BJUVS FÖRSAMLING;33.423;32.423;0.253;1.00
2019;BJUV;EKEBY FÖRSAMLING;33.653;32.423;0.253;1.23
2019;KÄVLINGE;HOFTERUPS FÖRSAMLING;30.653;29.943;0.253;0.71
2019;KÄVLINGE;KÄVLINGE FÖRSAMLING;31.033;29.943;0.253;1.09
2019;KÄVLINGE;LACKALÄNGA-STÄVIE FÖRSAMLING;31.273;29.943;0.253;1.33
2019;KÄVLINGE;LÖDDEBYGDENS FÖRSAMLING;31.013;29.943;0.253;1.07
2019;KÄVLINGE;VÄSTRA KARABY OCH DAGSTORPS FÖRSAMLI;30.653;29.943;0.253;0.71
2019;LOMMA;BJÄRREDS FÖRSAMLING;32.153;31.073;0.253;1.08
2019;LOMMA;LOMMA FÖRSAMLING;31.893;31.073;0.253;0.82
2019;SVEDALA;SVEDALA FÖRSAMLING;32.553;31.673;0.253;0.88
2019;SVEDALA;VÄRBY FÖRSAMLING;32.593;31.673;0.253;0.92
2019;SKURUP;SKIVARPS FÖRSAMLING;33.133;31.853;0.253;1.28
2019;SKURUP;SKURUPS FÖRSAMLING;32.933;31.853;0.253;1.08
2019;SKURUP;VILLIE FÖRSAMLING;33.163;31.853;0.253;1.31
2019;SJÖBO;BLENTARPS FÖRSAMLING;33.533;32.353;0.253;1.18
2019;SJÖBO;LÖVESTADS FÖRSAMLING;33.513;32.353;0.253;1.16
2019;SJÖBO;SJÖBO FÖRSAMLING;33.233;32.353;0.253;0.88
2019;SJÖBO;VOLLSJÖ FÖRSAMLING;33.613;32.353;0.253;1.26
2019;HÖRBY;HÖRBY FÖRSAMLING;33.643;32.513;0.253;1.13
2019;HÖÖR;HÖÖRS FÖRSAMLING;34.443;33.313;0.253;1.13
2019;HÖÖR;RINGSJÖ FÖRSAMLING;34.493;33.313;0.253;1.18
2019;TOMELILLA;BRÖSARP-TRANÅS FÖRSAMLING;33.363;32.043;0.253;1.32
2019;TOMELILLA;SMEDSTORPS FÖRSAMLING;33.483;32.043;0.253;1.44
2019;TOMELILLA;TOMELILLABYGDENS FÖRSAMLING;33.153;32.043;0.253;1.11
2019;BROMÖLLA;IVETOFTA-GUALÖVS FÖRSAMLING;34.193;33.193;0.253;1.00
2019;BROMÖLLA;NÄSUMS FÖRSAMLING;34.193;33.193;0.253;1.00
2019;OSBY;LOSHULTS FÖRSAMLING;34.733;33.693;0.253;1.04
2019;OSBY;OSBY-VISSELTOFTA FÖRSAMLING;34.733;33.693;0.253;1.04
2019;OSBY;ÖRKENEDS FÖRSAMLING;34.733;33.693;0.253;1.04
2019;PERSTORP;PERSTORPS FÖRSAMLING;33.443;32.243;0.253;1.20
2019;KLIPPAN;KLIPPANS FÖRSAMLING;33.333;32.183;0.253;1.15
2019;KLIPPAN;RISEBERGA-FÄRINGTOFTA FÖRSAMLING;33.333;32.183;0.253;1.15
2019;KLIPPAN;ÖSTRA LJUNGBY FÖRSAMLING;33.333;32.183;0.253;1.15
2019;ÅSTORP;BJÖRNEKULLA-VÄSTRA BROBY FÖRSAMLING;32.903;31.723;0.253;1.18
2019;ÅSTORP;KVIDINGE FÖRSAMLING;33.153;31.723;0.253;1.43
2019;BÅSTAD;BÅSTAD-ÖSTRA KARUPS FÖRSAMLING;32.993;31.663;0.253;1.33
2019;BÅSTAD;FÖRSLÖV-GREVIE FÖRSAMLING;32.923;31.663;0.253;1.26
2019;BÅSTAD;TOREKOVS FÖRSAMLING;32.993;31.663;0.253;1.33
2019;BÅSTAD;VÄSTRA KARUP-HOVS FÖRSAMLING;32.993;31.663;0.253;1.33
2019;MALMÖ;FOSIE FÖRSAMLING;33.603;32.673;0.253;0.93
2019;MALMÖ;HUSIE FÖRSAMLING;33.603;32.673;0.253;0.93
2019;MALMÖ;HYLLIE FÖRSAMLING;33.603;32.673;0.253;0.93
2019;MALMÖ;LIMHAMNS FÖRSAMLING;33.603;32.673;0.253;0.93
2019;MALMÖ;MALMÖ S:T JOHANNES FÖRSAMLING;33.603;32.673;0.253;0.93
2019;MALMÖ;MALMÖ S:T PETRI FÖRSAMLING;33.603;32.673;0.253;0.93
2019;LUND;DALBY FÖRSAMLING;33.693;32.673;0.253;1.02
2019;LUND;GENARPS FÖRSAMLING;33.803;32.673;0.253;1.13
2019;LUND;HELGEANDS FÖRSAMLING;33.673;32.673;0.253;1.00
2019;LUND;LUNDS ALLHELGONAFÖRSAMLING;33.673;32.673;0.253;1.00
2019;LUND;LUNDS DOMKYRKOFÖRSAMLING;33.673;32.673;0.253;1.00
2019;LUND;LUNDS ÖSTRA STADSFÖRSAMLING;33.673;32.673;0.253;1.00
2019;LUND;NORRA NÖBBELÖVS FÖRSAMLING;33.673;32.673;0.253;1.00
2019;LUND;S:T PETERS KLOSTERS FÖRSAMLING;33.673;32.673;0.253;1.00
2019;LUND;SÖDRA SANDBY FÖRSAMLING;33.703;32.673;0.253;1.03
2019;LUND;TORNS FÖRSAMLING;33.673;32.673;0.253;1.00
2019;LUND;VEBERÖDS FÖRSAMLING;33.723;32.673;0.253;1.05
2019;LANDSKRONA;HÄLJARPS FÖRSAMLING;32.753;31.673;0.253;1.08
2019;LANDSKRONA;KVISTOFTA FÖRSAMLING;32.703;31.673;0.253;1.03
2019;LANDSKRONA;LANDSKRONA FÖRSAMLING;32.673;31.673;0.253;1.00
2019;HELSINGBORG;ALLERUMS FÖRSAMLING;32.648;31.643;0.253;1.005
2019;HELSINGBORG;FILBORNA FÖRSAMLING;32.673;31.643;0.253;1.03
2019;HELSINGBORG;FLENINGE FÖRSAMLING;32.648;31.643;0.253;1.005
2019;HELSINGBORG;HELSINGBORGS GUSTAV ADOLFS FÖRSAMLIN;32.673;31.643;0.253;1.03
2019;HELSINGBORG;HELSINGBORGS MARIA FÖRSAMLING;32.673;31.643;0.253;1.03
2019;HELSINGBORG;KROPPS FÖRSAMLING;32.993;31.643;0.253;1.35
2019;HELSINGBORG;KVISTOFTA FÖRSAMLING;32.673;31.643;0.253;1.03
2019;HELSINGBORG;LANDSKRONA FÖRSAMLING;32.643;31.643;0.253;1.00
2019;HELSINGBORG;RAUS FÖRSAMLING;32.673;31.643;0.253;1.03
2019;HELSINGBORG;VÄLINGE-KATTARPS FÖRSAMLING;32.648;31.643;0.253;1.005
2019;HÖGANÄS;BRUNNBY FÖRSAMLING;32.393;31.163;0.253;1.23
2019;HÖGANÄS;FARHULT-JONSTORPS FÖRSAMLING;32.183;31.163;0.253;1.02
2019;HÖGANÄS;HÖGANÄS FÖRSAMLING;32.073;31.163;0.253;0.91
2019;HÖGANÄS;VIKENS FÖRSAMLING;32.183;31.163;0.253;1.02
2019;HÖGANÄS;VÄSBY FÖRSAMLING;32.183;31.163;0.253;1.02
2019;ESLÖV;ESLÖVS FÖRSAMLING;32.913;31.973;0.253;0.94
2019;ESLÖV;LÖBERÖDS FÖRSAMLING;33.263;31.973;0.253;1.29
2019;ESLÖV;MARIEHOLMS FÖRSAMLING;32.913;31.973;0.253;0.94
2019;ESLÖV;RINGSJÖ FÖRSAMLING;33.153;31.973;0.253;1.18
2019;ESLÖV;ÖSTRA ONSJÖ FÖRSAMLING;32.913;31.973;0.253;0.94
2019;YSTAD;LJUNITS FÖRSAMLING;32.888;31.543;0.253;1.345
2019;YSTAD;LÖDERUPS FÖRSAMLING;32.813;31.543;0.253;1.27
2019;YSTAD;STORA KÖPINGE FÖRSAMLING;32.743;31.543;0.253;1.20
2019;YSTAD;SÖVESTADSBYGDENS FÖRSAMLING;32.593;31.543;0.253;1.05
2019;YSTAD;YSTADS FÖRSAMLING;32.593;31.543;0.253;1.05
2019;TRELLEBORG;ANDERSLÖVS FÖRSAMLING;33.213;32.033;0.253;1.18
2019;TRELLEBORG;DALKÖPINGE FÖRSAMLING;33.043;32.033;0.253;1.01
2019;TRELLEBORG;HAMMARLÖVS FÖRSAMLING;33.153;32.033;0.253;1.12
2019;TRELLEBORG;KÄLLSTORPS FÖRSAMLING;33.153;32.033;0.253;1.12
2019;TRELLEBORG;TRELLEBORGS FÖRSAMLING;32.743;32.033;0.253;0.71
2019;KRISTIANSTAD;ARASLÖVS FÖRSAMLING;34.023;32.893;0.253;1.13
2019;KRISTIANSTAD;BÄCKASKOGS FÖRSAMLING;34.303;32.893;0.253;1.41
2019;KRISTIANSTAD;DEGEBERGA-EVERÖDS FÖRSAMLING;34.193;32.893;0.253;1.30
2019;KRISTIANSTAD;FJÄLKINGE-NYMÖ FÖRSAMLING;34.303;32.893;0.253;1.41
2019;KRISTIANSTAD;GUSTAV ADOLF-RINKABY FÖRSAMLING;34.303;32.893;0.253;1.41
2019;KRISTIANSTAD;KRISTIANSTADS HELIGA TREFALDIGHETS F;33.813;32.893;0.253;0.92
2019;KRISTIANSTAD;KÖPINGE FÖRSAMLING;34.073;32.893;0.253;1.18
2019;KRISTIANSTAD;LINDERÖDS FÖRSAMLING;34.123;32.893;0.253;1.23
2019;KRISTIANSTAD;NORRA ÅSUMS FÖRSAMLING;33.813;32.893;0.253;0.92
2019;KRISTIANSTAD;NOSABY FÖRSAMLING;33.963;32.893;0.253;1.07
2019;KRISTIANSTAD;OPPMANNA-VÅNGA FÖRSAMLING;34.223;32.893;0.253;1.33
2019;KRISTIANSTAD;TRÄNE-DJURRÖDS FÖRSAMLING;34.073;32.893;0.253;1.18
2019;KRISTIANSTAD;VÄ-SKEPPARSLÖVS FÖRSAMLING;34.073;32.893;0.253;1.18
2019;KRISTIANSTAD;VÄSTRA OCH ÖSTRA VRAMS FÖRSAMLING;34.123;32.893;0.253;1.23
2019;KRISTIANSTAD;ÅHUS FÖRSAMLING;33.763;32.893;0.253;0.87
2019;KRISTIANSTAD;ÄSPHULTS FÖRSAMLING;34.123;32.893;0.253;1.23
2019;SIMRISHAMN;GÄRSNÄS FÖRSAMLING;33.227;31.943;0.253;1.284
2019;SIMRISHAMN;KIVIKS FÖRSAMLING;33.373;31.943;0.253;1.43
2019;SIMRISHAMN;RÖRUMS FÖRSAMLING;33.243;31.943;0.253;1.30
2019;SIMRISHAMN;SIMRISHAMNS FÖRSAMLING;33.243;31.943;0.253;1.30
2019;SIMRISHAMN;S:T OLOFS FÖRSAMLING;33.243;31.943;0.253;1.30
2019;ÄNGELHOLM;BARKÅKRA FÖRSAMLING;32.933;31.923;0.253;1.01
2019;ÄNGELHOLM;HJÄRNARP-TÅSTARPS FÖRSAMLING;33.313;31.923;0.253;1.39
2019;ÄNGELHOLM;MUNKA LJUNGBY FÖRSAMLING;33.203;31.923;0.253;1.28
2019;ÄNGELHOLM;STRÖVELSTORPS FÖRSAMLING;33.293;31.923;0.253;1.37
2019;ÄNGELHOLM;ÄNGELHOLMS FÖRSAMLING;32.963;31.923;0.253;1.04
2019;HÄSSLEHOLM;FARSTORPS FÖRSAMLING;33.543;32.393;0.253;1.15
2019;HÄSSLEHOLM;HÄSSLEHOLMS FÖRSAMLING;33.403;32.393;0.253;1.01
2019;HÄSSLEHOLM;NORRA ÅKARPS FÖRSAMLING;33.543;32.393;0.253;1.15
2019;HÄSSLEHOLM;RÖKE FÖRSAMLING;33.673;32.393;0.253;1.28
2019;HÄSSLEHOLM;SÖSDALA FÖRSAMLING;33.713;32.393;0.253;1.32
2019;HÄSSLEHOLM;TYRINGE FÖRSAMLING;33.673;32.393;0.253;1.28
2019;HÄSSLEHOLM;VANKIVA FÖRSAMLING;33.543;32.393;0.253;1.15
2019;HÄSSLEHOLM;VERUMS FÖRSAMLING;33.543;32.393;0.253;1.15
2019;HÄSSLEHOLM;VINSLÖVS FÖRSAMLING;33.673;32.393;0.253;1.28
2019;HÄSSLEHOLM;VITTSJÖ FÖRSAMLING;33.543;32.393;0.253;1.15
2019;HÄSSLEHOLM;VÄSTRA TORUPS FÖRSAMLING;33.673;32.393;0.253;1.28
2019;HYLTE;FEMSJÖ FÖRSAMLING;34.023;32.523;0.253;1.50
2019;HYLTE;FÄRGARYDS FÖRSAMLING;34.023;32.523;0.253;1.50
2019;HYLTE;LÅNGARYDS FÖRSAMLING;34.023;32.523;0.253;1.50
2019;HYLTE;TORUPS FÖRSAMLING;33.823;32.523;0.253;1.30
