1;175686
2;171180
3;166674
4;162168
5;157662
6;153157
7;148651
8;144145
9;139639
10;135133
11;130627
12;126121
13;121616
14;117110
15;112604
16;108098
17;103592
18;99086
19;94581
20;90075
21;85569
22;81063
23;76557
24;72051
25;67545
26;63040
